,Topic Cluster,Topic Cluster Number,Scholarly Output,Publication share (%),Growth (%),Field-Weighted Citation Impact,Prominence percentile,Institution
21,Vehicle Routing; Algorithms; Vehicles,TC.931,2.0,0.03,-,3.23,62.181999999999995,"The Chinese University of Hong Kong, Shenzhen"
22,Magnetic Anisotropy; Magnetization; Magnetism,TC.105,27.0,0.13,-,3.21,93.44,"The Chinese University of Hong Kong, Shenzhen"
23,Roofs; Heat Island; Buildings,TC.622,1.0,0.01,-,3.2,84.404,"The Chinese University of Hong Kong, Shenzhen"
24,Insulin; Type 2 Diabetes Mellitus; Glucose,TC.46,2.0,0.01,-100.0,3.2,97.72399999999999,"The Chinese University of Hong Kong, Shenzhen"
25,Photocatalysis; Photocatalysts; Solar Cells,TC.8,10.0,0.01,-,3.18,99.93299999999999,"The Chinese University of Hong Kong, Shenzhen"
26,Urinary Bladder; Overactive Urinary Bladder; Women,TC.117,1.0,0.0,-,3.17,80.054,"The Chinese University of Hong Kong, Shenzhen"
27,Hydrogels; Acrylic Monomers; Swelling,TC.506,1.0,0.01,-,3.14,87.617,"The Chinese University of Hong Kong, Shenzhen"
28,Agents; Game Theory; Models,TC.173,7.0,0.03,-,3.13,81.058,"The Chinese University of Hong Kong, Shenzhen"
29,Supply Chains; Supply Chain Management; Industry,TC.146,1.0,0.0,-,3.1,95.382,"The Chinese University of Hong Kong, Shenzhen"
30,Models; Risks; Finance,TC.54,6.0,0.02,-,3.1,90.027,"The Chinese University of Hong Kong, Shenzhen"
31,Cloud Computing; Clouds; Distributed Computer Systems,TC.70,14.0,0.03,-18.2,3.09,93.17299999999999,"The Chinese University of Hong Kong, Shenzhen"
32,Mangrove; Wetlands; Seagrass,TC.585,2.0,0.03,-,3.08,72.691,"The Chinese University of Hong Kong, Shenzhen"
33,Software Engineering; Models; Software Design,TC.49,1.0,0.0,-,3.08,90.964,"The Chinese University of Hong Kong, Shenzhen"
34,Carbon Capture; Shale; Storage (Materials),TC.635,3.0,0.03,-,3.07,80.25399999999999,"The Chinese University of Hong Kong, Shenzhen"
35,Hepacivirus; Hepatitis B Virus; Hepatitis C,TC.58,4.0,0.01,-,3.03,95.448,"The Chinese University of Hong Kong, Shenzhen"
36,Fish; Brazil; Siluriformes,TC.730,1.0,0.02,-,3.02,43.641000000000005,"The Chinese University of Hong Kong, Shenzhen"
37,MicroRNAs; Long Untranslated RNA; Neoplasms,TC.219,29.0,0.07,-51.7,2.99,99.398,"The Chinese University of Hong Kong, Shenzhen"
38,Carbonic Anhydrases; Carbonic Anhydrase Inhibitors; Carbonic Anhydrase II,TC.1429,1.0,0.05,-,2.98,48.527,"The Chinese University of Hong Kong, Shenzhen"
39,Applications; Models; Ubiquitous Computing,TC.440,1.0,0.01,-100.0,2.95,63.253,"The Chinese University of Hong Kong, Shenzhen"
40,RNA; Ribosomes; Proteins,TC.171,2.0,0.01,-,2.93,95.315,"The Chinese University of Hong Kong, Shenzhen"
41,Genome; Genes; Guide RNA,TC.1264,6.0,0.1,-78.1,2.93,94.244,"The Chinese University of Hong Kong, Shenzhen"
42,Land Use; Models; Rural Areas,TC.558,1.0,0.01,-,2.89,57.363,"The Chinese University of Hong Kong, Shenzhen"
43,Diamonds; Diamond Films; Carbon Films,TC.352,2.0,0.02,-,2.73,74.029,"The Chinese University of Hong Kong, Shenzhen"
44,Education; Wages; Inequality,TC.657,1.0,0.01,-,2.7,59.973,"The Chinese University of Hong Kong, Shenzhen"
45,Geographic Information Systems; Maps; Models,TC.515,11.0,0.12,-42.4,2.66,55.355,"The Chinese University of Hong Kong, Shenzhen"
46,Chronic Renal Insufficiency; Renal Dialysis; Dialysis,TC.221,1.0,0.01,-,2.61,81.995,"The Chinese University of Hong Kong, Shenzhen"
47,Housing; Neighborhood; Gentrification,TC.281,1.0,0.01,-,2.57,74.565,"The Chinese University of Hong Kong, Shenzhen"
48,Farmers; Smallholder; Farms,TC.621,1.0,0.02,-,2.56,55.422,"The Chinese University of Hong Kong, Shenzhen"
49,Kalman Filters; Target Tracking; Algorithms,TC.333,1.0,0.01,-,2.56,59.906000000000006,"The Chinese University of Hong Kong, Shenzhen"
0,Health; Research; Income,TC.1068,8.0,0.12,-,186.77,60.71,Universidade Federal de Minas Gerais
1,Bariatric Surgery; Gastric Bypass; Obesity,TC.865,16.0,0.19,81.4,32.82,71.486,Universidade Federal de Minas Gerais
2,Science; Risks; Nanotechnology,TC.550,16.0,0.17,-51.0,24.33,71.687,Universidade Federal de Minas Gerais
3,Allergic Contact Dermatitis; Hypersensitivity; Skin,TC.579,10.0,0.2,-,23.24,44.043,Universidade Federal de Minas Gerais
4,Spinal Cord Injuries; Wheelchairs; Rehabilitation,TC.841,15.0,0.24,72.3,21.83,52.677,Universidade Federal de Minas Gerais
5,Health; Delivery Of Health Care; Women,TC.424,25.0,0.18,574.7,20.81,76.908,Universidade Federal de Minas Gerais
6,Autophagy; Sirolimus; Neoplasms,TC.627,9.0,0.07,-,9.38,92.57,Universidade Federal de Minas Gerais
7,Hypertension; Blood Pressure; Patients,TC.157,16.0,0.1,773.5,7.25,82.932,Universidade Federal de Minas Gerais
8,Nanoparticles; Liposomes; Pharmaceutical Preparations,TC.473,13.0,0.12,92.8,7.23,91.7,Universidade Federal de Minas Gerais
9,Health; Costs And Cost Analysis; Neoplasms,TC.584,12.0,0.11,115.5,4.98,72.892,Universidade Federal de Minas Gerais
10,Insulin; Type 2 Diabetes Mellitus; Glucose,TC.46,28.0,0.08,166.4,4.24,97.72399999999999,Universidade Federal de Minas Gerais
11,Obesity; Motor Activity; Child,TC.18,156.0,0.28,63.7,4.19,99.197,Universidade Federal de Minas Gerais
12,Menarche; Puberty; Precocious Puberty,TC.1085,8.0,0.26,109.5,4.09,28.447,Universidade Federal de Minas Gerais
13,Heart Failure; Patients; Brain Natriuretic Peptide,TC.300,17.0,0.14,-11.8,3.88,84.73899999999999,Universidade Federal de Minas Gerais
14,Multiple Sclerosis; Patients; Neuromyelitis Optica,TC.304,34.0,0.23,-94.0,3.59,87.95200000000001,Universidade Federal de Minas Gerais
15,Vascular Endothelial Growth Factor A; Neoplasms; Endothelial Cells,TC.429,22.0,0.23,1037.6,3.42,79.05,Universidade Federal de Minas Gerais
16,Diptera; Myiasis; Larva,TC.1195,10.0,0.34,-48.8,3.25,40.428000000000004,Universidade Federal de Minas Gerais
17,Fuzzy Systems; Fuzzy Inference; Neural Networks,TC.573,13.0,0.16,-100.0,3.21,57.898,Universidade Federal de Minas Gerais
18,Forest; Deforestation; Conservation,TC.663,35.0,0.4,-3.5,2.74,75.1,Universidade Federal de Minas Gerais
19,Gambling; Internet; Students,TC.555,13.0,0.1,-36.0,2.67,87.751,Universidade Federal de Minas Gerais
20,Allergens; Hypersensitivity; Atopic Dermatitis,TC.116,17.0,0.09,-53.5,2.66,90.62899999999999,Universidade Federal de Minas Gerais
21,Wireless Sensor Networks; Sensor Nodes; Routing Protocols,TC.27,144.0,0.24,-41.9,2.56,96.51899999999999,Universidade Federal de Minas Gerais
22,Macroinvertebrates; Streams; Rivers,TC.430,38.0,0.59,-0.9,2.53,62.248999999999995,Universidade Federal de Minas Gerais
23,Dengue; Viruses; Dengue Virus,TC.170,92.0,0.39,28.3,2.45,98.32700000000001,Universidade Federal de Minas Gerais
24,Models; Social Networking (Online); Algorithms,TC.358,54.0,0.22,-41.5,2.4,89.023,Universidade Federal de Minas Gerais
25,Genome; Bacterial Typing Techniques; Vitamin K 2,TC.456,16.0,0.14,275.9,2.37,80.656,Universidade Federal de Minas Gerais
26,Birds; Nests; Seabirds,TC.41,32.0,0.15,-6.4,2.12,89.759,Universidade Federal de Minas Gerais
27,Algorithms; Computer Vision; Models,TC.0,125.0,0.09,9.7,2.12,99.465,Universidade Federal de Minas Gerais
28,Publications; Periodicals As Topic; Research,TC.275,38.0,0.19,-3.0,2.07,84.27,Universidade Federal de Minas Gerais
29,Semantics; Models; Recommender Systems,TC.37,122.0,0.23,-9.2,2.0,96.319,Universidade Federal de Minas Gerais
30,Sepsis; Acute Kidney Injury; Patients,TC.251,22.0,0.12,-21.8,1.98,88.15299999999999,Universidade Federal de Minas Gerais
31,Mitochondrial Genome; Transfer RNA; Genes,TC.650,26.0,0.33,39.7,1.96,69.143,Universidade Federal de Minas Gerais
32,Permanent Magnets; Induction Motors; Synchronous Motors,TC.118,23.0,0.07,-7.7,1.96,87.818,Universidade Federal de Minas Gerais
33,Graphene; Carbon Nanotubes; Nanotubes,TC.22,162.0,0.22,-44.0,1.93,99.866,Universidade Federal de Minas Gerais
34,Polyurethanes; Shape Memory Effect; Epoxy Resins,TC.402,10.0,0.09,-10.9,1.9,87.885,Universidade Federal de Minas Gerais
35,Nanoparticles; Metal Nanoparticles; Nanostructures,TC.700,10.0,0.07,7.3,1.87,94.98,Universidade Federal de Minas Gerais
36,Mesenchymal Stromal Cells; Stem Cells; Induced Pluripotent Stem Cells,TC.163,25.0,0.08,-32.6,1.86,97.65700000000001,Universidade Federal de Minas Gerais
37,PPAR Gamma; AMP-Activated Protein Kinases; Lipids,TC.434,9.0,0.1,-,1.85,80.723,Universidade Federal de Minas Gerais
38,Odontogenic Tumors; Ameloblastoma; Odontogenic Cysts,TC.1312,34.0,1.13,386.9,1.85,9.036,Universidade Federal de Minas Gerais
39,Microfluidics; Fluidic Devices; Microchannels,TC.197,10.0,0.05,-75.6,1.85,95.917,Universidade Federal de Minas Gerais
40,Malnutrition; Enteral Nutrition; Patients,TC.313,44.0,0.41,242.4,1.84,71.285,Universidade Federal de Minas Gerais
41,Vitamin D; Vitamin D Deficiency; Parathyroid Hormone,TC.187,20.0,0.1,120.4,1.83,89.625,Universidade Federal de Minas Gerais
42,Forests; Landscapes; Plants,TC.151,137.0,0.62,91.5,1.83,94.712,Universidade Federal de Minas Gerais
43,Alumina; Leaching; Aluminum,TC.1426,9.0,0.36,-1.3,1.83,25.1,Universidade Federal de Minas Gerais
44,Brain-Derived Neurotrophic Factor; Neurogenesis; Neurons,TC.161,23.0,0.15,73.6,1.8,89.69200000000001,Universidade Federal de Minas Gerais
45,Synchronization; Chaotic Systems; Chaos Theory,TC.210,9.0,0.05,-55.1,1.79,85.40799999999999,Universidade Federal de Minas Gerais
46,Polycystic Ovary Syndrome; Women; Oocytes,TC.253,33.0,0.26,61.4,1.75,77.711,Universidade Federal de Minas Gerais
47,DNA; Microsatellite Repeats; Population,TC.604,14.0,0.2,-70.2,1.75,68.608,Universidade Federal de Minas Gerais
48,Geographic Information Systems; Maps; Models,TC.515,13.0,0.14,15.2,1.74,55.355,Universidade Federal de Minas Gerais
49,Ferns And Fern Allies; Dryopteridaceae; Spores,TC.1369,55.0,3.05,1701.2,1.73,16.064,Universidade Federal de Minas Gerais
0,Cryptography; Authentication; Data Privacy,TC.84,14.0,0.03,-0.3,16.87,93.24,University College Dublin
1,Detectors; High Energy Physics; Readout Systems,TC.560,24.0,0.3,26.9,9.7,45.716,University College Dublin
2,Autophagy; Sirolimus; Neoplasms,TC.627,10.0,0.07,145.5,8.94,92.57,University College Dublin
3,Systemic Lupus Erythematosus; Systemic Scleroderma; Patients,TC.162,16.0,0.1,143.3,7.54,84.00299999999999,University College Dublin
4,Ecosystem Services; Willingness To Pay; Valuation,TC.955,16.0,0.25,-,7.0,76.64,University College Dublin
5,Insulin; Type 2 Diabetes Mellitus; Glucose,TC.46,35.0,0.1,144.2,6.92,97.72399999999999,University College Dublin
6,Cystic Fibrosis; Cystic Fibrosis Transmembrane Conductance Regulator; Pseudomonas Aeruginosa,TC.641,37.0,0.56,160.6,5.46,67.53699999999999,University College Dublin
7,Hypertension; Blood Pressure; Patients,TC.157,57.0,0.35,9.2,4.69,82.932,University College Dublin
8,DNA; Microsatellite Repeats; Population,TC.604,26.0,0.36,705.7,4.48,68.608,University College Dublin
9,Reservoirs (Water); Oil Well Flooding; Hydraulic Fracturing,TC.164,8.0,0.03,-100.0,4.13,84.07,University College Dublin
10,Whales; Dolphins; Seals,TC.516,12.0,0.16,6.6,4.06,85.274,University College Dublin
11,Sarcopenia; Patients; Aged,TC.782,11.0,0.11,-58.8,4.05,82.12899999999999,University College Dublin
12,Decay; Quarks; Neutrinos,TC.6,825.0,1.71,39.2,3.98,98.39399999999999,University College Dublin
13,Near Infrared Spectroscopy; Raman Spectrum Analysis; Infrared Devices,TC.451,171.0,1.57,-14.9,3.98,78.715,University College Dublin
14,Artificial Intelligence; Algorithms; Semantics,TC.411,45.0,0.42,-100.0,3.9,52.878,University College Dublin
15,Oceans; Lakes; Dissolved Organic Matter,TC.52,19.0,0.08,-32.4,3.88,95.984,University College Dublin
16,Nanoparticles; Metal Nanoparticles; Nanostructures,TC.700,89.0,0.65,-20.1,3.87,94.98,University College Dublin
17,Students; Teaching; Education; Computer Science,TC.559,8.0,0.08,-100.0,3.81,53.413999999999994,University College Dublin
18,Sepsis; Acute Kidney Injury; Patients,TC.251,35.0,0.19,-73.9,3.78,88.15299999999999,University College Dublin
19,Metagenome; Probiotics; Bacteria,TC.215,35.0,0.15,-63.5,3.76,98.661,University College Dublin
20,Pulmonary Hypertension; Pulmonary Artery; Patients,TC.492,34.0,0.43,-73.1,3.57,66.064,University College Dublin
21,Supply Chains; Supply Chain Management; Industry,TC.146,26.0,0.1,98.9,3.51,95.382,University College Dublin
22,T-Lymphocytes; Neoplasms; Immunotherapy,TC.12,52.0,0.1,-22.7,3.34,99.665,University College Dublin
23,Sports; Students; Athletes,TC.443,14.0,0.12,-58.3,3.3,73.293,University College Dublin
24,Acne Vulgaris; Hidradenitis Suppurativa; Rosacea,TC.1208,32.0,0.77,206.8,3.23,48.996,University College Dublin
25,Genome-Wide Association Study; Single Nucleotide Polymorphism; Genes,TC.592,23.0,0.23,123.5,3.22,84.20299999999999,University College Dublin
26,Industry; Research; Marketing,TC.36,47.0,0.12,-55.4,3.11,96.586,University College Dublin
27,Cytomegalovirus; Cytomegalovirus Infections; Herpes Zoster,TC.225,12.0,0.1,-48.8,3.05,72.557,University College Dublin
28,Obesity; Motor Activity; Child,TC.18,137.0,0.25,71.5,3.05,99.197,University College Dublin
29,Pain; Neuralgia; Chronic Pain,TC.140,32.0,0.16,101.5,3.03,90.56200000000001,University College Dublin
30,Galaxies; Stars; Planets,TC.1,164.0,0.25,119.1,2.9,99.264,University College Dublin
31,Roofs; Heat Island; Buildings,TC.622,26.0,0.26,-14.0,2.88,84.404,University College Dublin
32,Health Literacy; Patients; Internet,TC.717,27.0,0.28,27.2,2.85,69.612,University College Dublin
33,Farmers; Smallholder; Farms,TC.621,9.0,0.14,-,2.85,55.422,University College Dublin
34,Planning; Governance; Community,TC.577,20.0,0.24,90.8,2.82,60.643,University College Dublin
35,Education; Wages; Inequality,TC.657,23.0,0.27,-45.9,2.8,59.973,University College Dublin
36,Science; Risks; Nanotechnology,TC.550,13.0,0.14,96.1,2.8,71.687,University College Dublin
37,Machining; Cutting; Milling (Machining),TC.179,9.0,0.04,-,2.79,88.286,University College Dublin
38,Non-Small-Cell Lung Carcinoma; Lung Neoplasms; Patients,TC.124,22.0,0.08,494.8,2.74,95.58200000000001,University College Dublin
39,Chronic Obstructive Pulmonary Disease; Asthma; Patients,TC.39,34.0,0.12,50.8,2.73,94.177,University College Dublin
40,China; Asia; Chinese,TC.495,10.0,0.1,-41.9,2.7,42.503,University College Dublin
41,Rheumatoid Arthritis; Psoriasis; Patients,TC.130,148.0,0.66,71.0,2.67,91.165,University College Dublin
42,Forests; Landscapes; Plants,TC.151,26.0,0.12,86.2,2.62,94.712,University College Dublin
43,Proteins; Exercise; Muscle Proteins,TC.1236,9.0,0.36,-46.8,2.61,48.126000000000005,University College Dublin
44,Chemical Sensors; Gas Detectors; Volatile Organic Compounds,TC.1062,9.0,0.15,79.8,2.6,71.821,University College Dublin
45,Blood; Blood Transfusion; Patients,TC.272,10.0,0.08,2.8,2.59,74.297,University College Dublin
46,Echinococcosis; Schistosomiasis; Parasites,TC.109,57.0,0.35,19.9,2.58,79.92,University College Dublin
47,Industry; Innovation; Entrepreneurship,TC.24,61.0,0.13,-22.3,2.56,97.256,University College Dublin
48,Benthic Foraminifera; Planktonic Foraminifera; Paleoceanography,TC.773,13.0,0.32,47.1,2.55,59.371,University College Dublin
49,Heart Failure; Patients; Brain Natriuretic Peptide,TC.300,29.0,0.24,-31.4,2.53,84.73899999999999,University College Dublin
0,Health; Research; Income,TC.1068,25.0,0.39,240.2,40.17,60.71,University of Alberta
1,Science; Risks; Nanotechnology,TC.550,35.0,0.37,-16.0,14.43,71.687,University of Alberta
2,Multiple Myeloma; Amyloidosis; Patients,TC.415,28.0,0.28,-44.4,11.26,77.108,University of Alberta
3,Stroke; Patients; Cerebral Hemorrhage,TC.138,124.0,0.54,18.5,5.8,89.15700000000001,University of Alberta
4,Design; Networks (Circuits); Field Programmable Gate Arrays (FPGA),TC.148,42.0,0.22,81.3,5.62,62.784,University of Alberta
5,Metabolomics; Metabolome; Mass Spectrometry,TC.858,105.0,1.39,-10.9,5.1,84.538,University of Alberta
6,Industry; Innovation; Entrepreneurship,TC.24,162.0,0.35,-8.9,4.9,97.256,University of Alberta
7,Secondary Batteries; Electric Batteries; Lithium Alloys,TC.30,96.0,0.13,7.5,4.47,100.0,University of Alberta
8,Pulmonary Hypertension; Pulmonary Artery; Patients,TC.492,48.0,0.61,-56.8,4.3,66.064,University of Alberta
9,Autophagy; Sirolimus; Neoplasms,TC.627,25.0,0.18,-38.6,4.26,92.57,University of Alberta
10,Mitochondrial Genome; Transfer RNA; Genes,TC.650,26.0,0.33,179.5,4.16,69.143,University of Alberta
11,Prostatic Neoplasms; Prostate; Prostatectomy,TC.141,33.0,0.14,36.7,4.15,94.779,University of Alberta
12,Decay; Quarks; Neutrinos,TC.6,592.0,1.23,23.7,4.06,98.39399999999999,University of Alberta
13,Inflammatory Bowel Diseases; Crohn Disease; Ulcerative Colitis,TC.276,64.0,0.43,93.1,4.05,85.87700000000001,University of Alberta
14,Metagenome; Probiotics; Bacteria,TC.215,147.0,0.63,91.5,3.95,98.661,University of Alberta
15,Detectors; High Energy Physics; Readout Systems,TC.560,27.0,0.33,69.2,3.75,45.716,University of Alberta
16,Photocatalysis; Photocatalysts; Solar Cells,TC.8,52.0,0.06,-2.8,3.74,99.93299999999999,University of Alberta
17,Health; Delivery Of Health Care; Women,TC.424,41.0,0.3,0.0,3.74,76.908,University of Alberta
18,Glioma; Neoplasms; Glioblastoma,TC.222,44.0,0.25,47.4,3.6,86.546,University of Alberta
19,Bile Acids And Salts; Autoimmune Hepatitis; Sclerosing Cholangitis,TC.729,31.0,0.59,-29.8,3.58,60.308,University of Alberta
20,Renin-Angiotensin System; Peptidyl-Dipeptidase A; Angiotensins,TC.481,40.0,0.8,-55.2,3.57,53.012,University of Alberta
21,Sarcopenia; Patients; Aged,TC.782,110.0,1.13,19.9,3.46,82.12899999999999,University of Alberta
22,Cholesterol; Lipids; Atherosclerosis,TC.79,95.0,0.41,-43.4,3.3,94.444,University of Alberta
23,Cytidine Diphosphate Choline; Lipids; Phospholipids,TC.1444,30.0,2.61,62.8,3.22,9.505,University of Alberta
24,Cloud Computing; Clouds; Distributed Computer Systems,TC.70,38.0,0.09,50.0,3.21,93.17299999999999,University of Alberta
25,Sepsis; Acute Kidney Injury; Patients,TC.251,138.0,0.74,32.9,3.19,88.15299999999999,University of Alberta
26,Health Literacy; Patients; Internet,TC.717,40.0,0.41,-34.6,3.18,69.612,University of Alberta
27,Gravitation; Black Holes (Astronomy); Models,TC.15,105.0,0.27,-25.2,3.18,95.71600000000001,University of Alberta
28,Infertility; Twins; Assisted Reproductive Techniques,TC.625,21.0,0.29,-40.8,3.09,52.141999999999996,University of Alberta
29,Insulin; Type 2 Diabetes Mellitus; Glucose,TC.46,197.0,0.54,-7.0,3.05,97.72399999999999,University of Alberta
30,Electronic Health Records; Medical Informatics; Delivery Of Health Care,TC.346,33.0,0.25,30.3,3.05,71.419,University of Alberta
31,Rough Set Theory; Algorithms; Formal Concept Analysis,TC.751,30.0,0.44,6.9,2.96,53.146,University of Alberta
32,Failure Analysis; Bearings (Machine Parts); Roller Bearings,TC.670,55.0,0.58,67.1,2.94,62.851000000000006,University of Alberta
33,Electric Potential; Electric Inverters; DC-DC Converters,TC.13,229.0,0.31,-19.4,2.93,98.461,University of Alberta
34,Pervasive Child Development Disorders; Autistic Disorder; Child,TC.139,173.0,0.71,41.4,2.93,93.976,University of Alberta
35,Reservoirs (Water); Oil Well Flooding; Hydraulic Fracturing,TC.164,358.0,1.36,9.0,2.89,84.07,University of Alberta
36,Polyelectrolytes; Neurophysiology; Multilayer Films,TC.1326,24.0,0.6,32.2,2.86,74.431,University of Alberta
37,Rhinitis; Sinusitis; Patients,TC.336,20.0,0.2,-62.7,2.85,57.028,University of Alberta
38,Composite Materials; Laminates; Fiber Reinforced Plastics,TC.183,45.0,0.23,-68.6,2.82,86.613,University of Alberta
39,Heart Failure; Patients; Brain Natriuretic Peptide,TC.300,159.0,1.29,-6.1,2.82,84.73899999999999,University of Alberta
40,Tree Ring; Trees; Growth Rings,TC.370,77.0,0.82,-31.5,2.8,85.676,University of Alberta
41,Malnutrition; Enteral Nutrition; Patients,TC.313,110.0,1.03,110.7,2.8,71.285,University of Alberta
42,Control; Mean Field; Optimal Control,TC.1014,23.0,0.58,261.1,2.77,21.686999999999998,University of Alberta
43,Transplants; Tissue Donors; Kidney Transplantation,TC.98,202.0,0.99,38.7,2.76,83.333,University of Alberta
44,Galaxies; Stars; Planets,TC.1,313.0,0.49,20.5,2.75,99.264,University of Alberta
45,Optogenetics; Electrophysiology; Microelectrodes,TC.892,20.0,0.26,78.0,2.74,72.624,University of Alberta
46,Genome-Wide Association Study; Single Nucleotide Polymorphism; Genes,TC.592,30.0,0.3,91.6,2.71,84.20299999999999,University of Alberta
47,Decision Making; Fuzzy Sets; Models,TC.211,121.0,0.59,75.6,2.63,88.62100000000001,University of Alberta
48,Glaciers; Holocene; Glacial Geology,TC.103,150.0,0.91,-51.4,2.59,91.098,University of Alberta
49,Emergencies; Patients; Hospitals,TC.675,36.0,0.43,7.1,2.51,57.965,University of Alberta
0,Health; Research; Income,TC.1068,40.0,0.62,6.3,39.12,60.71,University of Auckland
1,Science; Risks; Nanotechnology,TC.550,13.0,0.14,-,29.54,71.687,University of Auckland
2,Adolescent; Pediatrics; Schools,TC.1224,12.0,0.33,-100.0,24.68,39.558,University of Auckland
3,Latin America; Bolivia; Ecuador,TC.828,11.0,0.17,-85.7,19.26,32.062,University of Auckland
4,Health; Delivery Of Health Care; Women,TC.424,36.0,0.26,0.0,16.5,76.908,University of Auckland
5,Stroke; Patients; Cerebral Hemorrhage,TC.138,48.0,0.21,-28.3,14.16,89.15700000000001,University of Auckland
6,Detectors; High Energy Physics; Readout Systems,TC.560,20.0,0.25,41.0,10.26,45.716,University of Auckland
7,Heat Transfer; Nusselt Number; Natural Convection,TC.142,57.0,0.23,-77.3,6.67,96.72,University of Auckland
8,Secondary Batteries; Electric Batteries; Lithium Alloys,TC.30,26.0,0.03,79.2,6.01,100.0,University of Auckland
9,Hepacivirus; Hepatitis B Virus; Hepatitis C,TC.58,22.0,0.08,64.9,5.83,95.448,University of Auckland
10,Plants; Introduced Species; Invasive Species,TC.958,25.0,0.5,-,5.08,63.655,University of Auckland
11,Algae; Microalgae; Biodiesel,TC.517,11.0,0.09,-,4.95,92.637,University of Auckland
12,Anticoagulants; Patients; Venous Thromboembolism,TC.26,21.0,0.07,403.4,4.88,92.303,University of Auckland
13,DNA; Barcoding; Polymerase Chain Reaction,TC.1157,13.0,0.28,-,4.54,69.679,University of Auckland
14,Buildings; Design; Urban Planning,TC.857,17.0,0.22,430.7,4.52,59.772,University of Auckland
15,Porifera; Anthozoa; Biological Agents,TC.795,20.0,0.48,101.2,4.51,55.756,University of Auckland
16,Public Health; Residence Characteristics; Evaluation Studies As Topic,TC.745,18.0,0.28,55.3,4.43,42.905,University of Auckland
17,Bariatric Surgery; Gastric Bypass; Obesity,TC.865,18.0,0.22,20.9,4.37,71.486,University of Auckland
18,Hypertension; Blood Pressure; Patients,TC.157,48.0,0.29,282.1,4.25,82.932,University of Auckland
19,Decay; Quarks; Neutrinos,TC.6,441.0,0.91,43.2,4.23,98.39399999999999,University of Auckland
20,Photocatalysis; Photocatalysts; Solar Cells,TC.8,49.0,0.06,-16.9,4.16,99.93299999999999,University of Auckland
21,Research; Data; Information Dissemination,TC.1257,16.0,0.29,-38.6,3.83,66.867,University of Auckland
22,Radio Frequency Identification (RFID); Technology; Internet,TC.872,13.0,0.17,-,3.73,62.316,University of Auckland
23,Obesity; Motor Activity; Child,TC.18,314.0,0.57,7.2,3.7,99.197,University of Auckland
24,Cholesterol; Lipids; Atherosclerosis,TC.79,43.0,0.18,39.5,3.48,94.444,University of Auckland
25,Lizards; Turtles; Frogs,TC.126,15.0,0.1,-8.4,3.4,76.506,University of Auckland
26,Cellulose; Lignin; Cellulases,TC.119,25.0,0.1,31.8,3.36,98.126,University of Auckland
27,Drying; Moisture Determination; Thermal Processing (Foods),TC.405,54.0,0.51,136.2,3.3,79.85300000000001,University of Auckland
28,Particulate Matter; Air Pollution; Air Pollutants,TC.431,46.0,0.37,7.1,3.28,89.09,University of Auckland
29,Systems Engineering; Design; Models,TC.631,11.0,0.15,55.3,3.23,46.988,University of Auckland
30,Agaricales; Polysaccharides; Antioxidants,TC.639,16.0,0.2,-8.9,3.2,76.171,University of Auckland
31,Premature Infant; Infant (Newborn); Neonatal Intensive Care Units,TC.299,86.0,0.68,-2.6,3.16,77.309,University of Auckland
32,Vitamin D; Vitamin D Deficiency; Parathyroid Hormone,TC.187,128.0,0.64,52.4,3.15,89.625,University of Auckland
33,Rehabilitation; Depression; Patients,TC.601,33.0,0.49,269.5,3.14,59.303999999999995,University of Auckland
34,Industry; Web Services; Models,TC.327,54.0,0.38,162.6,3.13,72.08800000000001,University of Auckland
35,Rhinitis; Sinusitis; Patients,TC.336,34.0,0.35,105.0,3.12,57.028,University of Auckland
36,Forests; Landscapes; Plants,TC.151,81.0,0.37,8.3,3.11,94.712,University of Auckland
37,Smoking; Tobacco Products; Smoking Cessation,TC.205,99.0,0.52,1.8,3.1,89.82600000000001,University of Auckland
38,Offense; Police; Offender,TC.207,33.0,0.19,1.9,3.01,75.234,University of Auckland
39,Natural Fibers; Composite Materials; Mechanical Properties,TC.770,36.0,0.45,-15.9,3.0,67.938,University of Auckland
40,Electric Potential; Electric Inverters; DC-DC Converters,TC.13,201.0,0.27,-29.6,2.92,98.461,University of Auckland
41,Inflammatory Bowel Diseases; Crohn Disease; Ulcerative Colitis,TC.276,28.0,0.19,-27.6,2.8,85.87700000000001,University of Auckland
42,Economics; Theory; Rousseau,TC.445,11.0,0.14,-100.0,2.74,19.612000000000002,University of Auckland
43,Colorectal Neoplasms; Rectal Neoplasms; Patients,TC.93,45.0,0.16,26.3,2.74,92.035,University of Auckland
44,Nanoparticles; Liposomes; Pharmaceutical Preparations,TC.473,12.0,0.11,285.6,2.73,91.7,University of Auckland
45,Fossils; Pleistocene; Paleolithic,TC.127,20.0,0.14,29.8,2.73,80.52199999999999,University of Auckland
46,Tree Ring; Trees; Growth Rings,TC.370,17.0,0.18,4.3,2.71,85.676,University of Auckland
47,DNA Methylation; Epigenomics; Neoplasms,TC.478,41.0,0.29,51.1,2.68,91.96799999999999,University of Auckland
48,Phase Change Materials; Heat Storage; Thermal Energy,TC.1069,26.0,0.4,-13.4,2.66,83.066,University of Auckland
49,Students; Education; Teaching,TC.542,12.0,0.1,18.2,2.64,74.833,University of Auckland
0,Health; Research; Income,TC.1068,40.0,0.62,55.9,39.3,60.71,University of Bergen
